Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
southerncharm,18,13,-5,microneedling,43,43,0,financialplanning,37,34,-3,chocoflan,55,50,-5,,,,,earmuffheadphones,99,97,-2,chipeo12voltio,65,60,-5
temu,33,28,-5,maryruths,50,50,0,worksmarternotharder,46,43,-3,wholefoods,21,15,-6,,,,,portablenebulizer,56,52,-4,carbuild,71,66,-5
giftsforher,36,31,-5,oil,10,9,-1,impuestos,34,30,-4,daveshotchicken,45,38,-7,,,,,handwarmers,26,21,-5,glamis,38,32,-6
comfrt,38,33,-5,redlighttherapy,20,19,-1,savemoneytips,36,32,-4,waterboy,69,62,-7,,,,,waterheater,98,93,-5,diseltrucks,33,26,-7
chanel,16,10,-6,skin1004,35,34,-1,finacialfreedom,84,79,-5,starter,70,63,-7,,,,,filament,61,55,-6,carproblems,44,37,-7
blackfriday,28,22,-6,makeupbrushes,53,52,-1,livingtrust,39,31,-8,tripledipper,83,76,-7,,,,,bluetoothheadphones,53,46,-7,газ,94,87,-7
fashionablewomensclothing,86,80,-6,teethwhiteningstrips,62,61,-1,healthinsurance,52,44,-8,erewhon,94,87,-7,,,,,electrictoothbrush,38,30,-8,ваз2114,88,80,-8
holidayhaul,26,19,-7,eyepatches,70,69,-1,estateplanning,55,47,-8,coffeedate,32,24,-8,,,,,voicerecorder,59,47,-12,usanavy,29,19,-10
christmasgiftideas,29,21,-8,color,5,3,-2,taxpreparer,56,48,-8,kitchenaid,56,48,-8,,,,,hightechgadgets,20,7,-13,fordraptor,84,74,-10
warm,79,71,-8,hairproduct,34,32,-2,incometax,64,56,-8,dairyqueen,86,78,-8,,,,,miniphone,54,41,-13,tireinflator,87,75,-12
temufinds,83,73,-10,winternails,69,66,-3,moneysaving,73,65,-8,foodreviews,40,30,-10,,,,,datacenter,64,50,-14,streetracing,89,70,-19
christmasgift,70,59,-11,slickback,27,23,-4,realestateeducation,79,71,-8,oysters,61,51,-10,,,,,desktop,85,70,-15,carsforsale,70,46,-24
giftideasforher,89,78,-11,prpackage,31,26,-5,economía,60,51,-9,dintaifung,71,55,-16,,,,,compactyetpowerful,69,53,-16,seatcushion,93,67,-26
allblackfit,93,82,-11,cuidadohair,23,16,-7,mortgagerates,35,23,-12,salt,77,60,-17,,,,,octobuddy,89,73,-16,carjumpstarter,96,68,-28
shipping,82,70,-12,howtogetpr,78,71,-7,familydollar,40,26,-14,nosugar,98,81,-17,,,,,vacuumsealer,75,57,-18,ambientlight,85,52,-33
christmashaul,99,86,-13,handsanitizer,81,74,-7,propfirm,95,80,-15,sugarfree,58,39,-19,,,,,luzled,81,63,-18,l5p,17,,
rekomendasi,56,41,-15,lashlift,75,67,-8,taxes2025,82,66,-16,huevos,90,70,-20,,,,,fastcharge,72,48,-24,ceramiccoating,26,,
bootsandhats,51,29,-22,estheticiantiktok,15,6,-9,topstep,91,73,-18,coffe,74,53,-21,,,,,skullcandy,83,59,-24,odessa,31,,
californiadreamin,35,11,-24,crecimientodepelo,17,8,-9,itin,96,78,-18,tismalla,75,54,-21,,,,,vacuumseal,95,67,-28,vehicleaccessory,36,,
wildheart,50,26,-24,productosdecabello,19,10,-9,founderlife,74,55,-19,soupdumplings,82,46,-36,,,,,munbyn,74,32,-42,ae86,49,,
crochet,4,,,dollartreehaul,47,38,-9,brandbuilding,69,49,-20,bread,8,,,,,,,tws,16,,,avioneta,51,,
sales,22,,,hairproductreview,86,73,-13,trusts,76,54,-22,fig,20,,,,,,,pinkipad,28,,,n54,58,,
totebag,43,,,laserhairremoval,91,76,-15,savings,12,,,cheesegrater,25,,,,,,,ledscreen,43,,,brakes,60,,
sweatshirtwithpockets,66,,,hairdresser,72,55,-17,sidegigs,28,,,juicing,44,,,,,,,mobilephoneglass,48,,,quantum,67,,
onlineshopping,67,,,shave,76,59,-17,extraincome,33,,,breville,49,,,,,,,actioncamera,52,,,lead,69,,
yarn,69,,,colorwow,46,,,rothira,57,,,chinesetea,51,,,,,,,showerphoneholder,60,,,raf,73,,
loungewearsets,71,,,hairremoval,48,,,xauusd,66,,,latteart,52,,,,,,,waterproofphoneholder,63,,,duster,74,,
goodwillfinds,72,,,drdent,57,,,affordability,70,,,shirleytemple,53,,,,,,,soldering,66,,,locksmith,75,,
sportswearmen,76,,,tymobeauty,58,,,ahorrar,72,,,koreanbbq,54,,,,,,,applestore,73,,,leanrig🛝,76,,
chromehearts,78,,,athomenails,67,,,savingchallenge,75,,,tryingnewthings,73,,,,,,,gadgetfinds,77,,,alpinestars,78,,
trousers,84,,,hydraulicpress,79,,,digitalbusinesscard,77,,,mealplanning,79,,,,,,,androidtablet,86,,,lifeontheroad,80,,
floralhoodie,85,,,skincareeducation,82,,,leverage,83,,,healthycooking,84,,,,,,,hxdiw,87,,,landing,83,,
knittok,90,,,beautyinfluencer,87,,,ecommercetips,85,,,margaritas,89,,,,,,,weightscale,90,,,pimpin,86,,
branding,94,,,cleaningredients,93,,,realestatejourney,87,,,crockpotmeals,92,,,,,,,toptech,91,,,fordsfinest,90,,
winterfit,95,,,browshaping,96,,,realtortips,88,,,bonebroth,93,,,,,,,7in1chargingstation,93,,,restored,91,,
quietluxury,96,,,finehair,97,,,usaupdate,90,,,speakeasy,95,,,,,,,rechargablehandwarmer,94,,,10thgenaccord,97,,
gloves,97,,,viralrotatingcurlingiron,98,,,трейдинг,92,,,southerncalifornia,97,,,,,,,hamradio,96,,,406,98,,
edikted,98,,,beautycreator,99,,,shopifypartner,97,,,mealprepsunday,99,,,,,,,stickerprinter,97,,,cartech,99,,
rhinestones,100,,,saiebeauty,100,,,taxreturn,100,,,coffeereview,100,,,,,,,electrickettle,100,,,sportcars,100,,
