Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
babyessentials,56,61,5,бьюти,48,53,5,taxtime,71,83,12,coffe,56,59,3,,,,,magneticcharger,32,39,7,brakes,85,90,5
giftideasforher,62,67,5,грвм,59,64,5,economia,43,53,10,bonebroth,61,64,3,,,,,starlink,26,31,5,usnavy,23,27,4
promisering,77,82,5,lashgrowth,73,78,5,currency,57,67,10,pregnancycraving,55,57,2,,,,,munbyn,27,32,5,yozma,24,28,4
californiagirl,39,42,3,lipmask,84,89,5,moneyhabits,67,77,10,costcofinds,13,14,1,,,,,bluetoothheadphones,31,36,5,quattro,45,49,4
gloves,87,90,3,thinninghair,45,49,4,banklogstut,78,88,10,sourdoughtok,16,17,1,,,,,rechargeablelights,58,62,4,gmt800,6,9,3
allblackfit,92,95,3,colognetok,71,75,4,ahorrar,84,92,8,trenting,23,24,1,,,,,kindlecase,61,65,4,s650,42,45,3
miaminights,45,47,2,cleaningredients,83,87,4,financialplanning,30,37,7,keto,25,26,1,,,,,stagelighting,73,77,4,carhacks,9,11,2
upcycling,95,97,2,greymarket,42,45,3,realestateeducation,65,72,7,dumplings,28,29,1,,,,,kindleaccessories,24,26,2,wreck,46,48,2
metaglasses,25,26,1,lashlift,60,63,3,blackrock,73,80,7,babyfood,29,30,1,,,,,cargadorportátil,59,61,2,snowremoval,48,50,2
christmasgiftideas,29,30,1,eyepatches,63,66,3,ecommercetips,93,100,7,chinatown,53,54,1,,,,,toptech,83,85,2,f80,53,55,2
winteroutfit,52,53,1,conditioner,70,73,3,lifeinsurance,7,13,6,dintaifung,86,87,1,,,,,kindle,4,4,0,leanrig,79,81,2
tiktokshopcreatorpick,78,79,1,oil,11,13,2,livingtrust,18,24,6,sourdough,1,1,0,,,,,flashlight,6,6,0,squattedtrucks🤢,1,1,0
tiktokshopholidayhaul,1,1,0,cameraroll,53,55,2,taxtips,19,25,6,costco,6,6,0,,,,,applewatch,9,9,0,carcrash,2,2,0
tiktokshopblackfriday,2,2,0,slime,1,2,1,taxpreparer,49,55,6,highproteinmeals,12,12,0,,,,,bambulab,15,15,0,drift,3,3,0
tiktokshopcybermonday,3,3,0,crecimientodepelo,13,14,1,trusts,51,57,6,healthymeals,18,18,0,,,,,smarttech,49,49,0,cross,4,4,0
californiadreamin,13,13,0,productosdecabello,14,15,1,worksmarternotharder,55,61,6,breadtok,27,27,0,,,,,electricgear,57,57,0,usmilitary,5,5,0
temu,27,27,0,redlighttherapy,16,17,1,founderlife,60,66,6,enchiladas,36,36,0,,,,,innovation,2,1,-1,emoto,8,8,0
usbeauty,35,35,0,cuidadohair,17,18,1,tradingmindset,79,85,6,shawarma,45,45,0,,,,,ipad,3,2,-1,clean🧼,12,12,0
latinavibes,50,50,0,microneedling,27,28,1,homebuyingtips,12,17,5,pomegranate,68,68,0,,,,,wifi,8,7,-1,towing,13,13,0
allblack,57,57,0,russianmanicure,58,59,1,impuestos,21,26,5,seconddateupdate,3,2,-1,,,,,spaceheater,20,19,-1,daytona,14,14,0
pacsunhoodie,60,60,0,dollartree,3,3,0,financialeducation,22,27,5,tacos,4,3,-1,,,,,ipadcase,29,28,-1,expensive,15,15,0
verão,5,4,-1,antiaging,4,4,0,walgreens,24,29,5,seconddate,5,4,-1,,,,,electrictoothbrush,42,41,-1,dieselmechanic,16,16,0
thrifting,6,5,-1,dollartreefinds,5,5,0,financetok,25,30,5,kitchenhacks,8,7,-1,,,,,voicerecorder,48,47,-1,flames,17,17,0
thrift,7,6,-1,naturalglow,6,6,0,finacialfreedom,74,79,5,sourdoughstarter,9,8,-1,,,,,hometheater,54,53,-1,toyotatacoma,34,34,0
cutevibes,19,18,-1,drmelaxin,7,7,0,tax,10,14,4,sourdoughbread,10,9,-1,,,,,phonecharger,5,3,-2,barnfind,47,47,0
womensclothingtiktokshop,46,45,-1,basedbodyworks,19,19,0,savemoneytips,38,42,4,bread,11,10,-1,,,,,airpods,7,5,-2,123millionviews,52,52,0
cityglam,47,46,-1,prpackage,20,20,0,propfirm,66,70,4,7brew,14,13,-1,,,,,robotics,13,11,-2,maybach,59,59,0
vendor,55,54,-1,косметика,21,21,0,digitalbusinesscard,82,86,4,wholefoods,17,16,-1,,,,,cctv,19,17,-2,diymechanic,62,62,0
warm,63,62,-1,french,23,23,0,taxrefund,17,20,3,girldinner,20,19,-1,,,,,desktop,52,50,-2,carsoftiktok😈,63,63,0
onlineshopping,67,66,-1,freeforms,29,29,0,settlement,42,45,3,fig,22,21,-1,,,,,powergenerator,78,76,-2,digrigs🌾,11,10,-1
regalos,71,70,-1,dysonairwrap,50,50,0,incometax,59,62,3,sweetpotato,24,23,-1,,,,,heater,11,8,-3,fix,21,20,-1
coachbag,72,71,-1,prbrands,92,92,0,itin,68,71,3,nespresso,26,25,-1,,,,,fastcharge,30,27,-3,coldstart,27,26,-1
resellercommunity,90,89,-1,nailtok,2,1,-1,impuestosusa,94,97,3,popcorn,32,31,-1,,,,,portablenebulizer,38,35,-3,chipeo,33,32,-1
tiktokholidayhaul,9,7,-2,glittermakeup,9,8,-1,contentstrategy,16,18,2,spaghetti,33,32,-1,,,,,steamiron,40,37,-3,atc,41,40,-1
blackfriday,16,14,-2,blush,12,11,-1,refinance,85,87,2,homemadebread,38,37,-1,,,,,kindlegirlie,14,10,-4,carbuild,81,80,-1
nightlifebeauty,54,52,-2,slimeasmr,25,24,-1,personalfinance,4,5,1,7brewcoffee,39,38,-1,,,,,3dprinter,16,12,-4,autodetailingsupplies,83,82,-1
gifts,11,8,-3,settingspray,31,30,-1,entrepreneurlife,5,6,1,oatmeal,73,72,-1,,,,,heatingpad,17,13,-4,modified,55,53,-2
winterfashion,12,9,-3,hairproduct,33,32,-1,womeninbusiness,6,7,1,homebarista,96,95,-1,,,,,rechargeable,18,14,-4,vision,10,7,-3
softaesthetic,14,11,-3,hairremoval,35,34,-1,irs,9,10,1,chickfila,7,5,-2,,,,,wifiextender,28,24,-4,l5p,22,19,-3
chanel,18,15,-3,columbiasc,52,51,-1,savings,11,12,1,breville,46,44,-2,,,,,pinkipad,47,43,-4,squatedtrucks🤮,28,25,-3
sparkleandshine,20,17,-3,browartist,68,67,-1,earnmoneyfromhome,14,15,1,daveshotchicken,71,69,-2,,,,,usbdrive,97,93,-4,squatttedtrucks🤢,36,33,-3
thriftfinds,22,19,-3,eyecream,38,36,-2,shopify,15,16,1,starter,72,70,-2,,,,,jbl,21,16,-5,carsforsale,40,37,-3
holidayhaul,23,20,-3,teethwhiteningstrips,54,52,-2,integrity,31,32,1,sourdoughtiktok,79,77,-2,,,,,osmopocket3,37,29,-8,affordablecars,75,72,-3
giftsforhim,24,21,-3,hairflip,15,12,-3,tradingpsychology,64,65,1,carnivore,31,28,-3,,,,,miniphone,62,54,-8,f10,89,86,-3
nycstyle,37,34,-3,peekaboo,40,37,-3,childtaxcredit,72,73,1,sourdoughforbeginners,37,34,-3,,,,,sharkvacuum,67,59,-8,bubba,25,21,-4
indoorbeauty,41,38,-3,ghkcu,44,41,-3,brandbuilding,83,84,1,savory,54,51,-3,,,,,kneemassager,56,46,-10,jumpstarter,26,22,-4
rainydaylook,43,40,-3,pixie,47,44,-3,taxseason,1,1,0,kitchenaid,66,61,-5,,,,,electrickettle,90,80,-10,cleetusmcfarland,39,35,-4
pandora,59,56,-3,projectpan,49,46,-3,taxes,2,2,0,tendernism,21,15,-6,,,,,sleepheadbandwithbluetooth,35,23,-12,odessa,37,31,-6
christmasgift,61,58,-3,dyson,57,54,-3,makemoneyonline,3,3,0,lasagna,49,43,-6,,,,,creality,46,34,-12,glamis,44,38,-6
pacificnorthwest,26,22,-4,browshaping,85,82,-3,moneymindset,8,8,0,soupdumplings,62,56,-6,,,,,vloggingcamera,50,38,-12,gmt900,51,44,-7
baddiealert,48,44,-4,whiteningstrips,26,22,-4,finances,35,35,0,glutenfreerecipes,87,81,-6,,,,,ledscreen,44,30,-14,caraccessoriesforgirls,72,65,-7
tiktokcreatorpicks,73,69,-4,lashserum,30,26,-4,sidegigs,39,39,0,yogurtbowl,48,41,-7,,,,,techdeals,65,51,-14,dakota,95,88,-7
bedazzled,84,80,-4,glowymakeup,64,60,-4,daytradingtips,46,46,0,kitchengadgetmusthave,57,50,-7,,,,,compactyetpowerful,72,58,-14,usairforce,54,46,-8
christmasgifts,91,87,-4,invisalign,72,68,-4,realestatejourney,98,98,0,kimchi,85,78,-7,,,,,telephone,80,66,-14,n55,73,64,-9
floralhoodie,96,92,-4,howtogetpr,74,69,-5,taxtok,29,28,-1,nosugar,89,82,-7,,,,,vacuummop,81,67,-14,frs,78,69,-9
urbanchic,15,10,-5,drmelaxinpeelshot,82,77,-5,debtfreecommunity,40,38,-2,hibachi,43,35,-8,,,,,earmuffheadphones,88,74,-14,cinematicvideo,67,57,-10
cleanaesthetic,17,12,-5,cateyenails,46,40,-6,topstep,50,48,-2,foodreviews,47,39,-8,,,,,handwarmers,41,25,-16,n54,86,76,-10
southerncharm,21,16,-5,shave,77,71,-6,moneymanagement,53,51,-2,easycooking,69,60,-9,,,,,blackfriday2025,71,55,-16,quantum,94,84,-10
moodyaesthetic,28,23,-5,hydraulicpress,97,90,-7,sidemoney,61,59,-2,mealplan,74,65,-9,,,,,waterheater,79,63,-16,carknowledge,65,54,-11
grungeglam,42,37,-5,ycz,41,33,-8,costofliving,34,31,-3,hotchocolate,59,49,-10,,,,,skullcandy,91,73,-18,airbus,82,71,-11
simplyluxurious,79,74,-5,grayhair,69,61,-8,savingschallenge,27,22,-5,coffeebar,51,40,-11,,,,,webcam,68,48,-20,frontier,90,79,-11
cowgirlstyle,40,33,-7,winternails,90,81,-9,economía,58,52,-6,huevos,64,52,-12,,,,,tws,43,22,-21,carmusthaves,30,18,-12
shopnow,82,75,-7,hairproductsyouneed,95,85,-10,customersuccess,41,34,-7,supermarket,88,75,-13,,,,,emergencylight,100,79,-21,tbi,70,58,-12
localbusiness,83,76,-7,waxer,98,88,-10,debtpayoffjourney,56,49,-7,southerncalifornia,90,76,-14,,,,,standmixer,93,70,-23,rs3,100,85,-15
wildheart,36,28,-8,bodywash,36,25,-11,powell,75,68,-7,birthdaydinner,63,47,-16,,,,,officeessentials,76,52,-24,sprinter,58,42,-16
southernbelle,33,24,-9,winterskincare,81,70,-11,mortgagerates,45,33,-12,snackplate,82,66,-16,,,,,verizon,1,,,yachtlife,74,56,-18
bootsandhats,38,29,-9,peekaboohair,94,80,-14,businessmindset,52,36,-16,simplemeals,99,80,-19,,,,,verizonwireless,10,,,sqauttedtrucks🤮,84,66,-18
aritzia,98,88,-10,finehair,91,76,-15,consumerrights,99,81,-18,breadmaking,95,71,-24,,,,,contentcreatortools,22,,,ambientlighting,92,67,-25
texasbeauty,51,39,-12,cyklar,78,62,-16,banking,62,41,-21,koreanbbq,92,67,-25,,,,,cable,23,,,partybus,99,73,-26
sunsetaesthetic,49,36,-13,ultabeautyworld,55,38,-17,entrepreneurmindset,13,,,brookeandjubal,2,,,,,,,worklight,33,,,carcare,7,,
blackfridaydeals,97,77,-20,gopure,76,58,-18,retirementplanning,23,,,drpepper,15,,,,,,,kindlepaperwhite,34,,,driverslicense,20,,
shipping,81,59,-22,hydration,8,,,micropayments,26,,,sourdoughbaking,34,,,,,,,waterproofphoneholder,45,,,airbrush,29,,
prettygardensweatsuit,68,43,-25,bald,18,,,interestrates,32,,,bajablast,35,,,,,,,iphoneandroid,66,,,girlswhoride,35,,
dst1913,74,48,-26,pressons,22,,,fed,54,,,latteart,40,,,,,,,windowcamera,69,,,femaletrucker,38,,
crochet,4,,,cosmetologystudent,39,,,nospendchallenge,77,,,spicybowls,41,,,,,,,portableelectric,75,,,carrentaltips,50,,
reseller,8,,,hairaccessories,62,,,floridarentals,80,,,camarones,60,,,,,,,creatorgear,77,,,highclass,56,,
sales,10,,,consejosdecuidadodelapiel,66,,,taxseason2025,81,,,highproteinbreakfast,70,,,,,,,bedazzledheadphones,82,,,carplayscreen,60,,
deltasigmatheta,31,,,laserhairremoval,67,,,budgettok,86,,,metrodetroit,76,,,,,,,airduster,84,,,stanced,64,,
activewear,53,,,nailsdesign,75,,,easysidehustle,87,,,grocerystore,77,,,,,,,smallbusinesstools,85,,,svj,66,,
wipwednesday,58,,,hiperpigmentacion,79,,,usaupdate,88,,,oysters,78,,,,,,,socket,86,,,starlights,68,,
gymshirts,76,,,centella,80,,,acciones,89,,,crockpotmeals,80,,,,,,,audiophile,87,,,caraccessorymusthave,76,,
needlepointtiktok,85,,,hiperpigmentación,86,,,savingchallenge,90,,,familymeals,81,,,,,,,ipadpencil,89,,,yamahar7,77,,
workoutset,86,,,slickbackbun,88,,,tradingjourney,91,,,trufru,83,,,,,,,techgear,92,,,roadrunner,80,,
bridalfashion,88,,,hairtransformations,89,,,teamculture,92,,,wheninmanila,93,,,,,,,bestblackfriday,94,,,406,87,,
thriftwithme,93,,,birthdaynails,93,,,1099,95,,,coldbrew,94,,,,,,,iphone18,95,,,tirerepair,91,,
loungedresses,94,,,sub5,96,,,tradingmotivation,96,,,sprouts,97,,,,,,,cctvcamera,96,,,leanrig🛝,96,,
smartglasses,99,,,matureskincare,99,,,vendingmachinebusiness,97,,,removablehandlecookware,98,,,,,,,magsafepowerbank,98,,,duster,97,,
polkadot,100,,,prbrandemails,100,,,taxpreparation,100,,,freezedried,100,,,,,,,thermalimaging,99,,,carplayscreendashmount,98,,
