Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
cleanaesthetic,8,8,0,wiginstallation,96,94,-2,daytradingtips,59,57,-2,dintaifung,42,38,-4,,,,,voicerecorder,31,30,-1,daddysmoney,100,93,-7
confidentvibes,14,14,0,productos,11,7,-4,memecoins,21,18,-3,grocery,50,46,-4,,,,,datacenter,37,36,-1,modesto,31,23,-8
whimsy,23,23,0,browlamination,22,18,-4,cryptok,53,49,-4,refresher,68,64,-4,,,,,samsungs26ultra,30,28,-2,tint,34,26,-8
scrubs,51,51,0,frenchtip,35,31,-4,taxstrategy,57,53,-4,brownies,9,4,-5,,,,,cargadorportátil,34,32,-2,chrysler300,41,33,-8
bombparty,66,66,0,sensitiveskincare,78,74,-4,digitalmartketing,68,64,-4,crawfishseason,39,34,-5,,,,,smarttools,53,51,-2,приора,42,34,-8
fashionweek,83,83,0,kidshairstyles,80,76,-4,riskmanagement,76,72,-4,guinness,45,40,-5,,,,,solarpowerbank,19,16,-3,carwashing,52,44,-8
swimsuit,6,5,-1,essence,85,81,-4,estateplanning,32,26,-6,dutchbroscoffee,47,42,-5,,,,,flashforge,47,43,-4,railroad,62,54,-8
naturalglow,10,9,-1,selftan,31,26,-5,seniorliving,39,33,-6,lamb,49,44,-5,,,,,boostmobile,78,74,-4,interceptor,92,84,-8
goldenhourvibes,11,10,-1,gluelesswigs,40,35,-5,efficiency,43,37,-6,carrot,89,84,-5,,,,,audifonostraductores,29,24,-5,leanrig🛝,83,74,-9
minimalbeauty,12,11,-1,lorealistar,68,63,-5,moneytalk,28,21,-7,burgers,36,30,-6,,,,,smartcamera,71,66,-5,vinylwrap,87,78,-9
bagtok,73,72,-1,koreanlashlift,83,78,-5,savemoneytips,48,41,-7,girlscoutcookies,43,37,-6,,,,,chromebook,33,27,-6,carhacks,25,15,-10
snatched,76,75,-1,matureskinmakeup,50,44,-6,tjrtrades,49,42,-7,crunch,74,68,-6,,,,,portablenebulizer,63,57,-6,wash,70,60,-10
sandals,22,20,-2,pinknails,27,20,-7,taxsavings,54,47,-7,crunchy,33,26,-7,,,,,portablepower,46,39,-7,carproblems,77,67,-10
sandalias,84,82,-2,hairdone,41,34,-7,personalfinancetips,72,65,-7,buttercream,69,61,-8,,,,,iphone18,74,67,-7,panther,39,28,-11
crocsnewarrivals,100,98,-2,yczperfume,58,51,-7,daytrade,84,77,-7,homemadebread,40,31,-9,,,,,contentcreatorgear,61,53,-8,macfox,50,39,-11
leopardprint,44,41,-3,makeuphack,48,39,-9,mortgagerates,70,61,-9,shamrockshake,80,70,-10,,,,,packagingmachine,43,31,-12,370z,64,53,-11
bathingsuit,47,44,-3,facials,93,83,-10,realestateeducation,89,80,-9,suhoor,91,80,-11,,,,,weilisi,96,79,-17,autoaccessories,81,70,-11
finelinetattoo,74,71,-3,cuidadohair,60,49,-11,womenentrepreneurs,86,76,-10,whataburger,71,57,-14,,,,,gamingearbuds,89,63,-26,waymo,35,22,-13
crocssandals,93,90,-3,gelpolish,55,43,-12,brandstrategy,63,50,-13,fundrinks,86,71,-15,,,,,onefish,100,72,-28,gmt900,65,52,-13
tiktokshopjumpstartsale,17,13,-4,eyecare,82,70,-12,segurosdevida,73,60,-13,pastelespersonalizados,94,79,-15,,,,,emergencygear,95,65,-30,ambientlight,89,76,-13
wirelessbra,62,58,-4,greennails,92,80,-12,seguros,79,66,-13,muffins,83,67,-16,,,,,fitnesswatch,98,56,-42,mecanica,38,24,-14
formal,69,65,-4,undertone,37,24,-13,taxreturn,87,71,-16,zaxbys,98,82,-16,,,,,galaxyai,13,,,minitruck,61,46,-15
closet,82,78,-4,mommymakeover,88,75,-13,taxtok,77,59,-18,krispykreme,61,43,-18,,,,,sharkvacuum,20,,,sirius,88,73,-15
crossbodybag,42,37,-5,spraytan,44,29,-15,livingtrust,47,25,-22,easycooking,95,76,-19,,,,,macbookair,23,,,carwrap,72,56,-16
cheetahprint,81,76,-5,skinbarrier,51,36,-15,inheritance,75,51,-24,frutas,75,55,-20,,,,,teamgalaxy,35,,,carsforsale,49,32,-17
quietluxury,89,84,-5,selftanner,52,37,-15,trusts,64,38,-26,lonche,55,33,-22,,,,,tripode,38,,,sanfernandovalley,47,29,-18
primavera,86,79,-7,drdent,71,56,-15,moneymoves,9,,,tiktokgo,73,51,-22,,,,,repairing,42,,,tokyodrift,54,36,-18
graphictee,65,57,-8,spf50,43,27,-16,fba,11,,,culvers,76,54,-22,,,,,earprotection,50,,,superduty,69,47,-22
stpatricksdayoutfit,75,67,-8,sendsounds,91,73,-18,vending,33,,,proteindrink,97,73,-24,,,,,humanoid,51,,,carbuyingtips,73,51,-22
summersandals,63,54,-9,tummytuck,74,54,-20,homesellingtips,35,,,oatmeal,100,75,-25,,,,,heatedmassager,56,,,avalon,67,37,-30
everydaybag,91,81,-10,minoxidil,97,62,-35,banks,38,,,empanadas,90,47,-43,,,,,laserpointer,57,,,daytonabeach,4,,
widelegpants,70,56,-14,scalphealth,77,32,-45,familydollar,50,,,chipotle,7,,,,,,,amazonalexa,60,,,ride,6,,
workoutset,88,70,-18,selfcareroutine,9,,,downpaymentassistance,52,,,starbucksdrinks,12,,,,,,,energyfreedom,64,,,harleydavidsonlifestyle,14,,
pacificnorthwest,21,,,footcare,13,,,markets,56,,,bajablast,18,,,,,,,djlights,69,,,takeover,15,,
temu,28,,,eyepatches,23,,,bloomberg,58,,,popeyes,25,,,,,,,phonemonitoring,70,,,westtexas,17,,
temufinds,38,,,selfcaresunday,28,,,retiro,60,,,costcohaul,38,,,,,,,pillowspeaker,72,,,1of1,18,,
retailtherapy,57,,,hairday,29,,,taxnews,66,,,traderjoesfinds,46,,,,,,,wiredheadphones,73,,,tracker,27,,
bling,58,,,hairaccessories,33,,,customerexperience,78,,,sandiegohiddengems,52,,,,,,,borescope,75,,,pilotlife,36,,
quinceanera,64,,,ugccommunity,39,,,debtplanner,80,,,margaritas,54,,,,,,,tacticalflashlight,76,,,carcontent,37,,
tikokshop,68,,,hydraulicpress,54,,,bookkeeping,81,,,donut,56,,,,,,,arduino,79,,,squattedtrucks,46,,
oversizedshirt,78,,,braid,57,,,creativebusiness,88,,,foodprep,60,,,,,,,djimicmini,83,,,wagon,53,,
promtransition,79,,,matureskincare,73,,,smallbusinessgrowth,92,,,microbakery,63,,,,,,,portablephonecharger,86,,,sqauttedtrucks🤮,55,,
pavoi,87,,,hairwashday,84,,,taxtime,93,,,shirleytemple,67,,,,,,,wirelessearphones,87,,,motovlog,57,,
bedazzle,90,,,maryruth,89,,,tradingmindset,94,,,pandaexpress,72,,,,,,,bigbadjohn,88,,,carshopping,58,,
sheintrends,92,,,cuttingsend,90,,,bolsadevalores,95,,,laeats,84,,,,,,,magneticipadcase,90,,,bracket,59,,
bagmusthaves,94,,,chalk,94,,,ditchpartner,96,,,cadbury,85,,,,,,,3dprintingtips,92,,,lml,74,,
porchgoose,95,,,jeanpaulgaultier,95,,,debtcollector,97,,,eastercandy,87,,,,,,,batterypowered,93,,,pismobeach,76,,
lentes,97,,,crochethair,98,,,financialdiscipline,98,,,cosina,92,,,,,,,lightingtips,94,,,c6corvette,90,,
highheels,98,,,glowups,99,,,taxpreparer,99,,,breakfastidea,93,,,,,,,bestportablecharger,97,,,roadworthyrescues,95,,
springootd,99,,,koparibeauty,100,,,tradingcommunity,100,,,samsclubfinds,99,,,,,,,firstrobotics,99,,,tx2k,96,,
